long;lat;id;nombre;categoria;cocina;ambientacion;telefono;mail;horario;calle_nombre;calle_altura;calle_cruce;direccion_completa;barrio;comuna;codigo_postal;codigo_postal_argentino
-58.42757418;-34.62373644;998;FRULATO;CAFE;MINUTAS;CLASICO PORTENIO;NO DISPONIBLE;N/A;NO ESPECIFICADA;LA PLATA;701;N/A;LA PLATA AV. 701;Caballito;6;1235.0;C1235ABE
-58.41238185;-34.59158793;191;FUENSANTA;RESTAURANTE;GASTRONOMIA GENERAL;GENERAL;4822 0628;N/A;NO ESPECIFICADA;CHARCAS;3301;N/A;CHARCAS 3301;Palermo;14;1425.0;C1425BMQ
-58.37082013;-34.60686356;2279;FUENTES;RESTAURANTE;GASTRONOMIA GENERAL;GENERAL;4345 6432;N/A;NO ESPECIFICADA;25 DE MAYO;71;N/A;25 DE MAYO 71;San Nicolas;1;1002.0;C1002ABA
-58.37402879;-34.60001383;2281;FULBO;RESTAURANTE;MEDITERRANEA;MODERNO;4312 3502;N/A;NO ESPECIFICADA;SAN MARTIN;687;N/A;SAN MARTIN 687;San Nicolas;1;1004.0;C1004AAM
-58.49316416;-34.61327812;2691;FURCOL;RESTAURANTE;PIZZERIA;MODERNO;4567 9716;N/A;NO ESPECIFICADA;LAMARCA EMILIO;2101;N/A;LAMARCA, EMILIO 2101;Villa Del Parque;11;1417.0;C1417ALA
-58.46081507;-34.56045678;511;FU RU HAI;RESTAURANTE;CHINA;CHINA;4788 5496;N/A;NO ESPECIFICADA;AMENABAR;2381;N/A;AMENABAR 2381;Belgrano;13;1428.0;C1428CQK
-58.45032583;-34.58063819;586;FUSION;OTROS;MEDITERRANEA;MODERNO;4555 1922;parrillafusion@arnet.com.ar;NO ESPECIFICADA;ALVAREZ THOMAS;535;N/A;ALVAREZ THOMAS AV. 535;Colegiales;13;1427.0;C1427CCF
-58.37684249;-34.59978368;2280;FUSSION;RESTAURANTE;PARRILLA;MODERNO;4326 6556;fussion_restobar@yahoo.com.ar;NO ESPECIFICADA;MAIPU;710;N/A;MAIPU 710;San Nicolas;1;1006.0;C1006ACJ
-58.41424775;-34.59984446;634;FUZUE;RESTAURANTE;BRASILERA;BRASILERA;4867 3964;N/A;NO ESPECIFICADA;TUCUMAN;3446;N/A;TUCUMAN 3446;Almagro;5;1189.0;C1189AAP
-58.40034863;-34.61325009;776;GABRIEL;RESTAURANTE;GASTRONOMIA GENERAL;GENERAL;NO DISPONIBLE;N/A;NO ESPECIFICADA;MORENO;2402;N/A;MORENO 2402;Balvanera;3;1094.0;C1094ABN
-58.40079908;-34.6044532;778;GALAXY;RESTAURANTE;SANDWICHERIA;CLASICO PORTENIO;4952 2768;N/A;NO ESPECIFICADA;AZCUENAGA;411;N/A;AZCUENAGA 411;Balvanera;3;1029.0;C1029AAI
-58.40272302;-34.60746047;777;GALILEO;BAR;MINUTAS;CLASICO PORTENIO;4951 4709;N/A;NO ESPECIFICADA;PERON JUAN DOMINGO TTE.;2555;N/A;PERON, JUAN DOMINGO, TTE. GENERAL 2555;Balvanera;3;1040.0;C1040AAO
-58.39881307;-34.61861651;2085;GAMA;OTROS;GASTRONOMIA GENERAL;CLASICO PORTENIO;NO DISPONIBLE;N/A;NO ESPECIFICADA;INDEPENDENCIA;2296;N/A;INDEPENDENCIA AV. 2296;San Cristobal;3;1225.0;C1225AAR
-58.40282501;-34.5988346;1748;GANDHI;CAFE;MINUTAS;CLASICO PORTENIO;4806 8043;N/A;NO ESPECIFICADA;CORDOBA;2515;N/A;CORDOBA AV. 2515;Recoleta;2;1120.0;C1120AAH
-58.45424052;-34.55484706;512;GARBIS;RESTAURANTE;ARMENIA;ARMENIA;4789 9300;garbis@garbis.com.ar;NO ESPECIFICADA;MONROE;1799;N/A;MONROE 1799;Belgrano;13;1428.0;C1428BKU
-58.40996456;-34.57999285;192;GARBIS;CONFITERIA;ARMENIA;ARMENIA;4511 6600;N/A;NO ESPECIFICADA;SCALABRINI ORTIZ RAUL;3190;N/A;SCALABRINI ORTIZ, RAUL 3190;Palermo;14;1425.0;C1425DBZ
-58.38435841;-34.60511243;2282;GARIK;BAR;MINUTAS;MODERNO;4383 2549;N/A;lunes a viernes de 7 a 20 - sabado de 8 a 2;SARMIENTO;1249;N/A;SARMIENTO 1249;San Nicolas;1;1041.0;C1041AAY
-58.37120586;-34.61711402;2580;GAUCHITO 2Â§;RESTAURANTE;TRADICIONAL;CLASICO PORTENIO;4307 0026;N/A;lunes a sabado de 9 a 00;INDEPENDENCIA;371;N/A;INDEPENDENCIA AV. 371;San Telmo;1;1099.0;C1099AAD
-58.50312172;-34.5869459;2777;GAVILAN;CAFE;MINUTAS;CLASICO PORTENIO;4571 1396;N/A;lunes a sabado de 7 a 21;MOSCONI GRAL.;2982;N/A;MOSCONI GENERAL AV. 2982;Villa Pueyrredon;12;1419.0;C1419EQV
-58.43971799;-34.59914126;2671;GAZEBO;OTROS;SANDWICHERIA;MODERNO;NO DISPONIBLE;N/A;NO ESPECIFICADA;CORRIENTES;5300;N/A;CORRIENTES AV. 5300;Villa Crespo;15;1414.0;C1414AJS
-58.41326423;-34.58040257;193;GAZEBO;RESTAURANTE;TRADICIONAL;MODERNO;4806 4962;N/A;NO ESPECIFICADA;REPUBLICA ARABE-SIRIA;3091;N/A;REPUBLICA ARABE SIRIA 3091;Palermo;14;1425.0;C1425EYK
-58.37185628;-34.6055091;2283;GEDREZ;BAR;INTERNACIONAL;ESPANIOL;4343 5830;N/A;lunes a viernes de 6 a 20;PERON JUAN DOMINGO TTE.;374;N/A;PERON, JUAN DOMINGO, TTE. GENERAL 374;San Nicolas;1;1038.0;C1038AAH
-58.40291002;-34.59878922;1750;GEMINIS;CAFE;GASTRONOMIA GENERAL;GENERAL;4973 9119;N/A;NO ESPECIFICADA;CORDOBA;2523;N/A;CORDOBA AV. 2523;Recoleta;2;1120.0;C1120AAH
-58.45065194;-34.58020262;587;GENERACION ARROBA;OTROS;MINUTAS;MODERNO;NO DISPONIBLE;N/A;NO ESPECIFICADA;LACROZE FEDERICO;3466;N/A;LACROZE, FEDERICO AV. 3466;Colegiales;13;1426.0;C1426CQU
-58.39346143;-34.61047946;779;GENESIS;RESTAURANTE;MINUTAS;MODERNO;4951 1047;N/A;NO ESPECIFICADA;YRIGOYEN HIPOLITO;1902;N/A;YRIGOYEN, HIPOLITO 1902;Balvanera;3;1089.0;C1089AAL
-58.41812324;-34.59417783;194;GERONIMO BAR;RESTAURANTE;GASTRONOMIA GENERAL;GENERAL;NO DISPONIBLE;N/A;NO ESPECIFICADA;HONDURAS;3900;N/A;HONDURAS 3900;Palermo;14;1180.0;C1180ACD
-58.37882643;-34.60013614;2285;GIANNI'S;RESTAURANTE;INTERNACIONAL;GENERAL;NO DISPONIBLE;N/A;NO ESPECIFICADA;VIAMONTE;834;N/A;VIAMONTE 834;San Nicolas;1;1053.0;C1053ABR
-58.37139457;-34.59901724;2284;GIANNIS'S;RESTAURANTE;TRADICIONAL;MODERNO;4325 3355;N/A;lunes a viernes de 8 a 18;25 DE MAYO;757;N/A;25 DE MAYO 757;San Nicolas;1;1002.0;C1002ABO
-58.37440464;-34.61834328;2583;GIBRALTAR;BAR;INTERNACIONAL;CLASICO PORTENIO;4362 5310;N/A;lunes a viernes de 18 a 3;PERU;895;N/A;PERU 895;San Telmo;1;1068.0;C1068AAG
-58.38603593;-34.61673141;1407;GIJON;RESTAURANTE;MINUTAS;CLASICO PORTENIO;4383 2634;N/A;NO ESPECIFICADA;CHILE;1402;N/A;CHILE 1402;Monserrat;1;1098.0;C1098ABD
-58.37442561;-34.61007547;1409;GINO;RESTAURANTE;ITALIANA;CLASICO PORTENIO;4342 7388;N/A;lunes a viernes de 9 a 16;ROCA JULIO A. Pres.;586;N/A;ROCA, JULIO A., PRESIDENTE AV. 586;Monserrat;1;1067.0;C1067ABN
-58.37256525;-34.60063191;2287;GIORGIO;RESTAURANTE;GASTRONOMIA GENERAL;GENERAL;4314 3590;N/A;NO ESPECIFICADA;RECONQUISTA;613;N/A;RECONQUISTA 613;San Nicolas;1;1003.0;C1003ABM
-58.41721795;-34.58605796;195;GIOVANE;BAR;MINUTAS;MODERNO;4833 3636;N/A;NO ESPECIFICADA;SCALABRINI ORTIZ RAUL;2401;N/A;SCALABRINI ORTIZ, RAUL AV. 2401;Palermo;14;1425.0;C1425DBF
-58.36603518;-34.62762827;1239;GIOVANI;RESTAURANTE;MINUTAS;CLASICO PORTENIO;4302 4322;N/A;lunes a sabado de 7 a 17;PI Y MARGALL;741;N/A;PI Y MARGALL 741;Boca;4;1155.0;C1155AHC
-58.40682333;-34.59679961;1752;GIRASOLES;RESTAURANTE;PARRILLA;MODERNO;4961 3767;N/A;lunes a domingo de 12 a 16 y de 20 a 00;PARAGUAY;2743;N/A;PARAGUAY 2743;Recoleta;2;1425.0;C1425BRE
-58.41975876;-34.58460233;196;GIRASOLES;BAR;GASTRONOMIA GENERAL;GENERAL;4832 4475;N/A;NO ESPECIFICADA;ARMENIA;2397;N/A;ARMENIA 2397;Palermo;14;1425.0;C1425FBG
-58.42560868;-34.58917672;197;GODI;RESTAURANTE;DE AUTOR;MODERNO;4831 459;www.godirestobar.com.ar;NO ESPECIFICADA;COSTA RICA;4538;N/A;COSTA RICA 4538;Palermo;14;1414.0;C1414BSH
-58.38567521;-34.60047996;2286;GOL BAR;BAR;MINUTAS;CLASICO PORTENIO;4373 6995;N/A;lunes a viernes de 7 a 19;VIAMONTE;1321;N/A;VIAMONTE 1321;San Nicolas;1;1053.0;C1053ACA
-58.37260726;-34.59986934;2288;GOLDEN;BAR;INTERNACIONAL;ANTIGUO;5032 5100;www.amerianhoteles.com.ar;lunes a sabado de 11 a 1 - domingo de 16.30 a 1;RECONQUISTA;699;N/A;RECONQUISTA 699;San Nicolas;1;1003.0;C1003ABM
-58.37247561;-34.60224681;2289;GOURMET;RESTAURANTE;FAST FOOD;MODERNO;4315 4555;N/A;NO ESPECIFICADA;RECONQUISTA;485;N/A;RECONQUISTA 485;San Nicolas;1;1003.0;C1003ABI
-58.52149302;-34.62444781;1408;GRACE RESTO BAR;BAR;MINUTAS;MODERNO;4382 5338;N/A;NO ESPECIFICADA;IRIGOYEN;1799;N/A;IRIGOYEN 1799;Monte Castro;10;1408.0;C1408CPK
-58.37405563;-34.62339437;2585;GRAN CANDOMBE;BAR;TRADICIONAL;CLASICO PORTENIO;4361 8004;N/A;lunes a domingo de 8 a 22.30;PERU;1302;N/A;PERU 1302;San Telmo;1;1141.0;C1141ACD
-58.37027167;-34.60673013;2291;GRAN COLON;RESTAURANTE;INTERNACIONAL;CLASICO PORTENIO;4342 1712;N/A;lunes a viernes de 7 a 21;ALEM LEANDRO N.;44;N/A;ALEM, LEANDRO N. AV. 44;San Nicolas;1;1003.0;C1003AAN
-58.36982282;-34.61090014;1410;GRAN COMET;BAR;MINUTAS;CLASICO PORTENIO;4342 1622;N/A;lunes a viernes de 6.30 a 20;PASEO COLON;279;N/A;PASEO COLON AV. 279;Monserrat;1;1063.0;C1063ACC
-58.39689056;-34.59343717;1751;GRANDA BISTRO;RESTAURANTE;INTERNACIONAL;CLASICO PORTENIO;4826 2317;N/A;NO ESPECIFICADA;JUNIN;1281;N/A;JUNIN 1281;Recoleta;2;1113.0;C1113AAI
-58.37474175;-34.60221298;2290;GRAND KING HOTEL;RESTAURANTE;INTERNACIONAL;ANTIGUO;4393 4352;N/A;lunes a domingo de 12.30 a 23;LAVALLE;560;N/A;LAVALLE 560;San Nicolas;1;1047.0;C1047AAL
-58.37502524;-34.60612569;2292;GRANIX RESTAURANT;RESTAURANTE;VEGETARIANA;MODERNO;4343 4020;N/A;lunes a viernes de 11 a 15.30;FLORIDA;165;N/A;FLORIDA 165;San Nicolas;1;1005.0;C1005AAC
-58.38828526;-34.58558893;1999;GRAN MARIN;RESTAURANTE;MINUTAS;MODERNO;4814 5515;N/A;NO ESPECIFICADA;DEL LIBERTADOR;1156;N/A;DEL LIBERTADOR AV. 1156;Recoleta;2;1112.0;C1112ABO
-58.3971943;-34.59486235;1753;GRANT'S;RESTAURANTE;TENEDOR LIBRE;CLASICO PORTENIO;4823 5894;N/A;NO ESPECIFICADA;JUNIN;1155;N/A;JUNIN 1155;Recoleta;2;1113.0;C1113AAG
-58.37336886;-34.60911125;1411;GRAN VICTORIA;OTROS;INTERNACIONAL;MODERNO;4342 3725;N/A;NO ESPECIFICADA;YRIGOYEN HIPOLITO;500;N/A;YRIGOYEN, HIPOLITO AV. 500;Monserrat;1;1086.0;C1086AAF
-58.43755574;-34.58165061;198;GRAPPA;RESTAURANTE;ITALIANA;RUSTICA;4899 2577;N/A;NO ESPECIFICADA;EL SALVADOR;5802;N/A;EL SALVADOR 5802;Palermo;14;1414.0;C1414BQJ
-58.42616414;-34.58325752;199;GRATTO;RESTAURANTE;GASTRONOMIA GENERAL;GENERAL;NO DISPONIBLE;N/A;NO ESPECIFICADA;PARAGUAY;4678;N/A;PARAGUAY 4678;Palermo;14;1425.0;C1425BSR
-58.43684539;-34.5810409;200;GREEN BAMBOO;RESTAURANTE;TAILANDESA;TAILANDESA;4775 7050;greenbamboo@dmmdg.com.ar;martes a sabado de 20 al cierre;COSTA RICA;5802;N/A;COSTA RICA 5802;Palermo;14;1414.0;C1414BTJ
-58.37536211;-34.59885871;2293;GREEN & CO;RESTAURANTE;FAST FOOD;MODERNO;5555 5119;N/A;lunes a jueves de 9 a 22 - sabado de 10 a 00 - domingo de 9 a 22;FLORIDA;787;N/A;FLORIDA 787;San Nicolas;1;1005.0;C1005AAO
-58.41211044;-34.59790518;1755;GRILLO'S;RESTAURANTE;SANDWICHERIA;CLASICO PORTENIO;4964 0198;N/A;lunes a sabado de 7 a 23;CORDOBA;3201;N/A;CORDOBA AV. 3201;Recoleta;2;1187.0;C1187AAG
-58.37817468;-34.60596409;2295;GRILL & SOJA;RESTAURANTE;ASIATICA;MODERNO;4393 0003;soysoja@soysoja.com.ar;lunes a viernes de 7.30 a 20;PERON JUAN DOMINGO TTE.;812;N/A;PERON, JUAN DOMINGO, TTE. GENERAL 812;San Nicolas;1;1038.0;C1038AAR
-58.42643355;-34.58761044;201;GUADALAJARA DE NOCHE;RESTAURANTE;MEXICANA;MEXICANO;4832 8971;www.guadalajaradenoche.com.ar;lunes a viernes de 19 a 00 - sabado y domingo de 12 a 00;GURRUCHAGA;1881;N/A;GURRUCHAGA 1881;Palermo;14;1414.0;C1414DIK
-58.38600015;-34.60404428;2296;GUERRIN;CAFE;PIZZERIA;CLASICO PORTENIO;4371 8141;N/A;lunes a lunes de 7 al cierre;CORRIENTES;1368;N/A;CORRIENTES AV. 1368;San Nicolas;1;1043.0;C1043ABN
-58.388866;-34.5994772;2294;GUINEA;CAFE;MINUTAS;GENERAL;4816 2802;lmse@hotmail.com;lunes a jueves de 7 a 20;CORDOBA;1536;N/A;CORDOBA AV. 1536;San Nicolas;1;1055.0;C1055AAS
-58.46264038;-34.57586207;2758;GULA;PUB;INTERNACIONAL;ART- DECO;4551 68070;N/A;NO ESPECIFICADA;FOREST;1422;N/A;FOREST AV. 1422;Villa Ortuzar;15;1427.0;C1427CEY
-58.43584052;-34.58042292;202;GULA & BULLA;RESTAURANTE;TRADICIONAL;ANTIGUO;4774 7354;N/A;NO ESPECIFICADA;CARRANZA ANGEL JUSTINIANO;1969;N/A;CARRANZA, ANGEL JUSTINIANO 1969;Palermo;14;1414.0;C1414COW
-58.43490015;-34.62810348;1001;GULE;CAFE;GASTRONOMIA GENERAL;GENERAL;NO DISPONIBLE;N/A;NO ESPECIFICADA;DIRECTORIO;553;N/A;DIRECTORIO AV. 553;Caballito;6;1424.0;C1424CIF
-58.41361467;-34.5947825;1754;GUSTOSO;CAFE;MINUTAS;MODERNO;NO DISPONIBLE;N/A;NO ESPECIFICADA;BILLINGHURST;1298;N/A;BILLINGHURST 1298;Recoleta;2;1174.0;C1174ABX
-58.37664191;-34.59760258;1998;HABITUE;RESTAURANTE;INTERNACIONAL;GENERAL;NO DISPONIBLE;N/A;NO ESPECIFICADA;PARAGUAY;700;N/A;PARAGUAY 700;Retiro;1;1057.0;C1057AAH
-58.41251108;-34.58395548;203;HALINA;RESTAURANTE;SANDWICHERIA;MODERNO;4807 9396;N/A;NO ESPECIFICADA;ARAOZ;2806;N/A;ARAOZ 2806;Palermo;14;1425.0;C1425DGT
-58.37971671;-34.59991141;2297;HAM & CHEESE;RESTAURANTE;INTERNACIONAL;CLASICO PORTENIO;4322 3606;hamandcheese2003@hotmail.com;NO ESPECIFICADA;SUIPACHA;714;N/A;SUIPACHA 714;San Nicolas;1;1008.0;C1008AAP
-58.4374414;-34.58479937;204;HAMSE;RESTAURANTE;GASTRONOMIA GENERAL;GENERAL;NO DISPONIBLE;N/A;NO ESPECIFICADA;GORRITI;5616;N/A;GORRITI 5616;Palermo;14;1414.0;C1414BKF
-58.42672172;-34.59450166;205;HANAN;RESTAURANTE;ARABE;ARABE;4899 5075;N/A;lunes a domingo de 12 a 15.30 y de 20 a 1;ALVAREZ JULIAN;1272;N/A;ALVAREZ, JULIAN 1272;Palermo;14;1414.0;C1414DRZ
-58.3894351;-34.60066859;2298;HANS;RESTAURANTE;TRADICIONAL;ANTIGUO;4813 1779;N/A;lunes a viernes de 7 a 23;VIAMONTE;1599;N/A;VIAMONTE 1599;San Nicolas;1;1055.0;C1055ABC
-58.36727311;-34.60172871;1603;HAPPENING;RESTAURANTE;PARRILLA;MODERNO;4319 8715;N/A;NO ESPECIFICADA;MOREAU DE JUSTO ALICIA;310;N/A;MOREAU DE JUSTO, ALICIA AV. 310;Puerto Madero;1;1107.0;C1107AAF
-58.39900721;-34.59699103;1756;HARAS DEL NORTE;CAFE;PARRILLA;CLASICO PORTENIO;4827 5503;dieneva@hotmail.com;NO ESPECIFICADA;ALVEAR MARCELO T. De;2201;N/A;ALVEAR, MARCELO T. De 2201;Recoleta;2;1122.0;C1122AAI
-58.36492669;-34.60057573;1604;HARBOR CAFE;RESTAURANTE;INTERNACIONAL;MODERNO;4315 2010;N/A;NO ESPECIFICADA;DEALESSI PIERINA;240;N/A;DEALESSI, PIERINA 240;Puerto Madero;1;1107;C1107CKF
-58.39325707;-34.58544203;1760;HARD ROCK CAFE;RESTAURANTE;INTERNACIONAL;ROCK & ROLL;4807 7625;www.hardrockcafe.com.ar;NO ESPECIFICADA;PUEYRREDON;2501;N/A;PUEYRREDON AV. 2501;Recoleta;2;1119.0;C1119ACI
-58.37967319;-34.60367073;2299;HAVANNA;CONFITERIA;MINUTAS;MODERNO;4326 0382;www.havanna.com.ar;lunes a sabado de 9 a 22;CORRIENTES;912;N/A;CORRIENTES AV. 912;San Nicolas;1;1043.0;C1043AAW
-58.41040898;-34.5822822;206;HAVANNA;RESTAURANTE;MINUTAS;MODERNO;4858 0555;N/A;NO ESPECIFICADA;LAS HERAS GRAL.;3602;N/A;LAS HERAS GENERAL AV. 3602;Palermo;14;1425.0;C1425ATN
-58.40941095;-34.58972236;1758;HAVANNA;CAFE;SANDWICHERIA;GENERAL;4822 1402;N/A;NO ESPECIFICADA;SANTA FE;3148;N/A;SANTA FE AV. 3148;Recoleta;2;1425.0;C1425BGT
-58.37522868;-34.60186733;2301;HAVANNA;CONFITERIA;SANDWICHERIA;MODERNO;4584 3380;www.multifood.com.ar;lunes a domingo de 9 a 21;FLORIDA;523;N/A;FLORIDA 523;San Nicolas;1;1005.0;C1005AAK
-58.40034909;-34.59017852;1757;HAVANNA;RESTAURANTE;MINUTAS;MODERNO;NO DISPONIBLE;N/A;lunes a domingo de 8 a 2030;PUEYRREDON AV;1802;N/A;PUEYRREDON AV. 1802;Recoleta;2;1119.0;C1119ACO
-58.3807409;-34.60696968;2300;HAVANNA;CONFITERIA;MODERNO;GENERAL;4328 9333;N/A;NO ESPECIFICADA;PELLEGRINI CARLOS;119;N/A;PELLEGRINI, CARLOS 119;San Nicolas;1;1009.0;C1009ABC
-58.40281393;-34.59551204;1759;HAVANNA;CAFE;MINUTAS;CLASICO PORTENIO;4821 3100;marianodar@yahoo.com.ar;lunes a domingo de 8 a 2030;PUEYRREDON AV;1320;N/A;PUEYRREDON AV. 1320;Recoleta;2;1118.0;C1118AAQ
-58.42006009;-34.6112927;632;HAVANNA;CAFE;SANDWICHERIA;MODERNO;NO DISPONIBLE;N/A;NO ESPECIFICADA;RIVADAVIA;3828;N/A;RIVADAVIA AV. 3828;Almagro;5;1204.0;C1204AAQ
-58.41530938;-34.58932141;207;HELARTE;BAR;TRADICIONAL;GENERAL;4821 4844;N/A;NO ESPECIFICADA;CHARCAS;3587;N/A;CHARCAS 3587;Palermo;14;1425.0;C1425BMU
-58.42528558;-34.58574628;208;HENRY;BAR;MINUTAS;MODERNO;4832 9510;N/A;NO ESPECIFICADA;GUATEMALA;4788;N/A;GUATEMALA 4788;Palermo;14;1425.0;C1425BUN
-58.39259749;-34.58879297;1761;HENRY J. BEAN'S;RESTAURANTE;MEXICANA;AMERICANO;4801 8477;N/A;NO ESPECIFICADA;JUNIN;1749;N/A;JUNIN 1749;Recoleta;2;1113.0;C1113AAS
-58.43679287;-34.56741886;209;HENRY J. BEAN'S;RESTAURANTE;AMERICANA;AMERICANO;477 9172;www.henryjbeens.net;NO ESPECIFICADA;ARCE;907;N/A;ARCE 907;Palermo;14;1426.0;C1426BSO
-58.37089839;-34.60066999;2302;HENRY'S;CAFE;MINUTAS;CLASICO PORTENIO;4313 6003;lodehenry@hotmail.com;lunes a sabado de 8 a 1;TUCUMAN;269;N/A;TUCUMAN 269;San Nicolas;1;1049.0;C1049AAE
-58.36623003;-34.61089312;1605;HEREDERO;RESTAURANTE;GASTRONOMIA GENERAL;GENERAL;4342 8689;N/A;NO ESPECIFICADA;MOREAU DE JUSTO ALICIA;1140;N/A;MOREAU DE JUSTO, ALICIA AV. 1140;Puerto Madero;1;1107.0;C1107AAX
-58.41848421;-34.58353141;210;HERMANN;RESTAURANTE;PORTEÑA;CLASICO PORTENIO;4832 1929;N/A;NO ESPECIFICADA;SANTA FE;3902;N/A;SANTA FE AV. 3902;Palermo;14;1425.0;C1425BHO
-58.44031987;-34.58107578;211;HILARIO;RESTAURANTE;PIZZERIA;BOHEMIO;4778 9242;N/A;NO ESPECIFICADA;HONDURAS;6000;N/A;HONDURAS 6000;Palermo;14;1414.0;C1414BNL
-58.37539329;-34.60926181;1413;HIP BAR;OTROS;INTERNACIONAL;IRLANDES;4342 0234;hipbar@fibertel.com.ar;NO ESPECIFICADA;YRIGOYEN HIPOLITO;640;N/A;YRIGOYEN, HIPOLITO 640;Monserrat;1;1086.0;C1086AAJ
-58.40936133;-34.61741887;780;HIPOCRATES;RESTAURANTE;MINUTAS;CLASICO PORTENIO;4931 9818;N/A;NO ESPECIFICADA;URQUIZA Gral.;588;N/A;URQUIZA, Gral. 588;Balvanera;3;1221.0;C1221ADB
-58.38002789;-34.60491042;2303;HIPOLITO;RESTAURANTE;TRADICIONAL;MODERNO;4322 0802;N/A;lunes a viernes de 8 a 20;SARMIENTO;948;N/A;SARMIENTO 948;San Nicolas;1;1041.0;C1041AAT
-58.4022346;-34.60744374;781;HOLANDA BAR;RESTAURANTE;SANDWICHERIA;CLASICO PORTENIO;NO DISPONIBLE;N/A;NO ESPECIFICADA;PERON JUAN DOMINGO TTE.;2513;N/A;PERON, JUAN DOMINGO, TTE. GENERAL 2513;Balvanera;3;1040.0;C1040AAO
-58.37808494;-34.60398102;2304;HOLLY;RESTAURANTE;MINUTAS;CLASICO PORTENIO;4326 8112;N/A;lunes a viernes de 9 a 18;ESMERALDA;360;N/A;ESMERALDA 360;San Nicolas;1;1035.0;C1035ABH
-58.39477882;-34.59641509;1763;HOLLY FOOD;RESTAURANTE;GASTRONOMIA GENERAL;GENERAL;4816 2953;N/A;NO ESPECIFICADA;RIOBAMBA;1068;N/A;RIOBAMBA 1068;Recoleta;2;1116.0;C1116ABF
-58.44204938;-34.58043796;212;HOLLYWOOD;RESTAURANTE;INTERNACIONAL;ITALIANA;4776 6481;N/A;NO ESPECIFICADA;DORREGO;1874;N/A;DORREGO 1874;Colegiales;13;1414.0;C1414CLN
-58.44173414;-34.58029019;213;HOLLYWOOD ALMACEN;RESTAURANTE;INTERNACIONAL;ITALIANA;4777 4281;N/A;NO ESPECIFICADA;DORREGO;1879;N/A;DORREGO 1879;Palermo;14;1414.0;C1414CLA
-58.36469862;-34.60061596;1606;HONDO;RESTAURANTE;DE AUTOR;RUSTICA;4312 7762;info@hondobar.com.ar;domingo a miercoles de 12 a 1 - jueves a sabado de 12 a 2;COSSETTINI, OLGA;240;N/A;COSSETTINI, OLGA 240;Puerto Madero;1;1107.0;C1107CCF
-58.44170072;-34.61285938;1002;HONORIO;OTROS;PARRILLA;GENERAL;4903 7486;N/A;lunes a viernes de 20 a 00 - sabado y domingo de 20 a 00;PUEYRREDON HONORIO DR.;606;N/A;PUEYRREDON, HONORIO, DR. AV. 606;Caballito;6;1405.0;C1405BAQ
-58.39362497;-34.58892161;1762;HOOTERS;RESTAURANTE;AMERICANA;AMERICANO;4805 2220;hooterrspar@hoters.com;NO ESPECIFICADA;LOPEZ VICENTE;2050;N/A;LOPEZ, VICENTE 2050;Recoleta;2;1128.0;C1128ACF
-58.4999385;-34.67297518;1300;HORIZONTE ALGO DISTINTO;RESTAURANTE;INTERNACIONAL;ALEMANA;4687 5008;N/A;NO ESPECIFICADA;PERON EVA;7285;N/A;PERON, EVA AV. 7285;Mataderos;9;1439.0;C1439BTK
-58.43679369;-34.58383899;214;HOT BAR;RESTAURANTE;MINUTAS;MODERNO;4772 5014;N/A;NO ESPECIFICADA;HONDURAS;5640;N/A;HONDURAS 5640;Palermo;14;1414.0;C1414BNF
-58.3749315;-34.59743929;2000;HOTEL ASPEN TOWERS;RESTAURANTE;INTERNACIONAL;MODERNO;4312 9172;N/A;lunes a sabado de 7 a 23.30;PARAGUAY;557;N/A;PARAGUAY 557;Retiro;1;1057.0;C1057AAE
-58.38521763;-34.58710876;2001;HOTEL DAZZLER;RESTAURANTE;INTERNACIONAL;MODERNO;4816 5005;N/A;lunes a domingo de 19 a 00;DEL LIBERTADOR;902;N/A;DEL LIBERTADOR AV. 902;Recoleta;2;1001.0;C1001ABW
-58.38262912;-34.59847566;2002;HOTEL PRESIDENTE;RESTAURANTE;INTERNACIONAL;MODERNO;4816 2222;reserva@hotelpresidente.com.ar;NO ESPECIFICADA;CERRITO;850;N/A;CERRITO 850;Retiro;1;1010.0;C1010AAR
-58.39443733;-34.60577375;782;HOTEL SARMIENTO PALACE;RESTAURANTE;MINUTAS;MODERNO;4953 3404;www.hotelsarmiento.com.ar;NO ESPECIFICADA;SARMIENTO;1953;N/A;SARMIENTO 1953;Balvanera;3;1044.0;C1044AAC
-58.39199672;-34.60702318;2306;HOTEL SAVOY;RESTAURANTE;MEDITERRANEA;CLASICO PORTENIO;4370 8000;N/A;NO ESPECIFICADA;CALLAO;181;N/A;CALLAO AV. 181;San Nicolas;1;1022.0;C1022AAB
-58.38629426;-34.60051138;2307;HOTEL VIAMONTE SUITES;RESTAURANTE;TRADICIONAL;MODERNO;4371 9993;N/A;lunes a viernes de 7 a 23;VIAMONTE;1373;N/A;VIAMONTE 1373;San Nicolas;1;1053.0;C1053ACA
-58.37349474;-34.6055639;2309;HOYD'S;RESTAURANTE;MINUTAS;MODERNO;4394 1305;N/A;NO ESPECIFICADA;PERON JUAN DOMINGO TTE.;489;N/A;PERON, JUAN DOMINGO, TTE. GENERAL 489;San Nicolas;1;1038.0;C1038AAI
